ลำดับ,ร้าน,วันที่,รหัสสินค้า,บาร์โค้ด,ชื่อสินค้า,รหัสหมวดหมู่,หมวดหมู่,ยอดยกมา,รับเข้า,ขายออก,รับแปร,เบิกแปร,ปรับเพิ่ม,ปรับลด,รับผลิต,เบิกผลิต,สินค้าคงเหลือ,หน่วย,@หน่วย,มูลค่าคงเหลือ,รหัสเหตุผล,เหตุผล
4810,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084493,6598000328911,ແຈ່ວສຸກີ້ແມ່ຂ້ອຍ 250ກຼາມ,010,ເຄື່ອງປຸງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4811,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084495,-,ແຈ່ວສຸກີ້ແມ່ທອນ 500g,010,ເຄື່ອງປຸງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",30000,0.0,-,-
4812,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084496,2006110070085,ແຈ່ວຮ້ອນລົດຊາດດັ້ງເດີມ,010,ເຄື່ອງປຸງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4813,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084497,2006110060055,ແຈ່ວຮ້ອນເຂັ້ມຂຸ້ນເຜັດຄູນ2,010,ເຄື່ອງປຸງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4814,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084499,8859730600163,ແຈ່ວເສສວນຍົກໂປ້,010,ເຄື່ອງປຸງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4815,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084500,6973426179565,ແຈ່ວເສສວນຕີລ້ຽວ 150ກຼາມ,010,ເຄື່ອງປຸງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4816,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084501,6924363622775,ແຈ່ວເສສວນໂຕກຸ້ງ,010,ເຄື່ອງປຸງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4817,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084505,8850464000311,ແປ້ງນົວລາຊາຊູລົດ 500ກຼາມ,010,ເຄື່ອງປຸງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4818,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084507,8850125078949,ແມ໊ກກີ້ສູດເຂັມເຂົ້າເນື້ອ 680ມລ,010,ເຄື່ອງປຸງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4819,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084509,8850124000675,ແມັກກີ້ຊອດຫອຍ 740ກຼາມ,010,ເຄື່ອງປຸງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4820,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084510,-,ໂຊຢູ 220 ມລ,010,ເຄື່ອງປຸງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4821,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084513,8851727006330,ກອບກອບ ບາບີຄີວ 56g,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4822,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084514,8851727003346,ຄອນເນ່ ສາຫຼ່າຍ 48ກຼາມ,013,ເຂົ້າໜົມ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",12542,0.0,-,-
4823,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084515,8546565465134,ງາດຳ 100ກຼາມ,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4824,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084516,8850987128158,ມ່າມ່າ,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4825,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084517,8852528004242,ມີ່ເກົາຫລີ,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4826,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084518,8852528003870,ມີ່ເກົາຫລີ,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4827,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084519,8852528003689,ມີ່ເກົາຫລີ,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4828,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084528,8859232999901,ເຂົ້າຊອຍຕັດ ດັ່ງເດີມ 200ກຼາມ,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4829,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084530,9225168754270,ເຂົ້າປຸ້ນສີສົ້ມ,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4830,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084531,9225168754263,ເຂົ້າປຸນສີເຫຼືອງ,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4831,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084532,-,ເຂົ້າໜົມປອບຄອນ,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4832,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084533,8850718819379,ເຂົ້າໜົມເລ ລົດເຝີເຮືອ 40ກຼາມ,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4833,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084535,6972673800314,ເສັ້ນມັນດ້າງ 150ກຼາມ,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4834,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084536,8562566656753,ເສືອໂຄ່ງລຸຍໄຟ ຄຽບໝູ,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4835,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084538,8850144074038,ແປ້ງສາລີ700ກຮາມ,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4836,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084540,8858152016965,ໄຂ່ໄດໂນເສົາ,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4837,CP Fresh Shop ດອນໜູນ,30/06/2025,800000084541,8850100006707,ໄວໄວໝູສັບ,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4838,CP Fresh Shop ດອນໜູນ,30/06/2025,800000085651,8858632000033,ນ່ອງໄກ(2ກລ),007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4839,CP Fresh Shop ດອນໜູນ,30/06/2025,800000085652,-,ໄກ່ລາດປອກແພັກຖາດ,011,ໄກ່ - ໄຂ່,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4840,CP Fresh Shop ດອນໜູນ,30/06/2025,800000085653,998562551216412,ສາມຊັ້ນຕັດເສັ້ນອານາໄມ,003,ຊີ້ນສົດ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,ກິໂລກຣາມ,84000,0.0,-,-
4841,CP Fresh Shop ດອນໜູນ,30/06/2025,800000086211,8936136169842,ນໍ້າປາຫວຽດ,010,ເຄື່ອງປຸງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,ຕູກ,28292,0.0,-,-
4842,CP Fresh Shop ດອນໜູນ,30/06/2025,800000086212,-,ນໍ້າສົ້ມສາຍຊູ,010,ເຄື່ອງປຸງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,ຕູກ,0,0.0,-,-
4843,CP Fresh Shop ດອນໜູນ,30/06/2025,800000086214,1234567890123,ນໍ້າມັນຫມາກພ້າວ500g,015,ເຄື່ອງໃຊ້ທົ່ວໄປ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,ชิ้น,0,0.0,-,-
4844,CP Fresh Shop ດອນໜູນ,30/06/2025,800000086219,-,ຊອດຫອຍ,010,ເຄື່ອງປຸງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,ແກ້ວ,0,0.0,-,-
4845,CP Fresh Shop ດອນໜູນ,30/06/2025,800000088508,3333344444,ສາມຊັ້ນ300,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,ແພັກ,0,0.0,-,-
4846,CP Fresh Shop ດອນໜູນ,30/06/2025,800000088510,562551212742,ສາມຊັ້ນຕັດຕອນ1ໂລ,004,ຊີ້ນອານາໄມ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,ຖົງ,0,0.0,-,-
4847,CP Fresh Shop ດອນໜູນ,30/06/2025,800000098970,-,ບາບີຄີວ,801,ນໍ້າແຈ່ວ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,ຕູກ,0,0.0,-,-
4848,CP Fresh Shop ດອນໜູນ,30/06/2025,800000098971,0205590849804,ບາບີຄີວ,801,ນໍ້າແຈ່ວ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,ຕູກ,0,0.0,-,-
4849,CP Fresh Shop ດອນໜູນ,30/06/2025,800000101130,-,ໄກ່ລາດມີເຄື່ອງໃນ,011,ໄກ່ - ໄຂ່,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,ໂຕ,0,0.0,-,-
4850,CP Fresh Shop ດອນໜູນ,30/06/2025,800000101239,8562566651567,ເສືອໂຄງລຸຍໄຟສີຟ້າ,013,ເຂົ້າໜົມ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4851,CP Fresh Shop ດອນໜູນ,30/06/2025,800000101250,9414897010805,ມັນຝລັງ,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,ຖົງ,0,0.0,-,-
4852,CP Fresh Shop ດອນໜູນ,30/06/2025,800000101353,8852014011013,PFP ຊິກູວາ500g,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",40800,0.0,-,-
4853,CP Fresh Shop ດອນໜູນ,30/06/2025,800000101354,8852014004336,PFP ປາເສັ້ນທອດ960g,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4854,CP Fresh Shop ດອນໜູນ,30/06/2025,800000101355,8850016055011,TVI ປູຫຼອດ500g,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",42000,0.0,-,-
4855,CP Fresh Shop ດອນໜູນ,30/06/2025,800000101359,8850016634650,ລູກຊີ້ນກຸ້ງມັງກອນ TVI 500g,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",50000,0.0,-,-
4856,CP Fresh Shop ດອນໜູນ,30/06/2025,800000101362,8856843004611,ມັນຝຣັ່ງSuper Crispy1kg,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4857,CP Fresh Shop ດອນໜູນ,30/06/2025,800000101363,6973784820161,ມັນຝຣັງcrinkle cut fries1kg,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",45334,0.0,-,-
4858,CP Fresh Shop ດອນໜູນ,30/06/2025,800000101364,8858770730533,sunfood ປີກ​ບົນ​ຖົງຂຽວ 2kg,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4859,CP Fresh Shop ດອນໜູນ,30/06/2025,800000101366,50220225767,SUNFOOD ປີກບົນຖົງແດງ 2k,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4860,CP Fresh Shop ດອນໜູນ,30/06/2025,800000101372,8859229800548,ນັກເກັດTatto1kg,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4861,CP Fresh Shop ດອນໜູນ,30/06/2025,800000101490,8851988002027,AROສະຕໍເບີລີ1kg,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",66400,0.0,-,-
4862,CP Fresh Shop ດອນໜູນ,30/06/2025,800000101494,8859229801293,ນັກເກັດຊີສລາວາ,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,ຖົງ,0,0.0,-,-
4863,CP Fresh Shop ດອນໜູນ,30/06/2025,800000101495,8859229800432,ໄກ່ປ໊ອບ original Tato,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,ຖົງ,0,0.0,-,-
4864,CP Fresh Shop ດອນໜູນ,30/06/2025,800000101500,8859229800517,ນັກເກັດ Hot&Spicy,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,ຖົງ,0,0.0,-,-
4865,CP Fresh Shop ດອນໜູນ,30/06/2025,800000101501,8850016075293,ປູອັດທູໂທນໄສ້ຊີສ 500ກຮາມ,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4866,CP Fresh Shop ດອນໜູນ,30/06/2025,800000101502,991502,ຊີ້ນຂາລາຍ,003,ຊີ້ນສົດ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,กิโลกรัม,0,0.0,-,-
4867,CP Fresh Shop ດອນໜູນ,30/06/2025,800000101535,990000535,ຂາລາຍ AUD,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,ກິໂລກຣາມ,0,0.0,-,-
4868,CP Fresh Shop ດອນໜູນ,30/06/2025,800000103110,8859835603502,fuzeteaຊາໝາກນາວ350ml,009,ເຄື່ອງດື່ມ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,ຕູກ,0,0.0,-,-
4869,CP Fresh Shop ດອນໜູນ,30/06/2025,800000103169,8850100160218,ໝີ່ໄວໄວຫມູສັບແກັດ,012,ອາຫານສຳເລັດຮູບ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4870,CP Fresh Shop ດອນໜູນ,30/06/2025,800000103179,8801073142367,ຫມີ່ເກົາຫລີຂຽວແພັກ5ຫໍ່,012,ອາຫານສຳເລັດຮູບ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4871,CP Fresh Shop ດອນໜູນ,30/06/2025,800000103180,8801073110502,ຫມີ່ເກົາຫລີຊອງດຳ,012,ອາຫານສຳເລັດຮູບ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",17250,0.0,-,-
4872,CP Fresh Shop ດອນໜູນ,30/06/2025,800000103192,8850367100019,ກະທິ ຊາວເກາະ 250ml,010,ເຄື່ອງປຸງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4873,CP Fresh Shop ດອນໜູນ,30/06/2025,800000103195,8850180010052,ນ້ຳມັນກຸກ1.9L,010,ເຄື່ອງປຸງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",72025,0.0,-,-
4874,CP Fresh Shop ດອນໜູນ,30/06/2025,800000103196,8850487037172,ນ້ຳຈິ້ມໄກ່ແມ່ປະນອມ 980ກກ,010,ເຄື່ອງປຸງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4875,CP Fresh Shop ດອນໜູນ,30/06/2025,800000103198,-,ກະປິກາໝາກນາວ 200g,010,ເຄື່ອງປຸງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4876,CP Fresh Shop ດອນໜູນ,30/06/2025,800000103616,55667788,ຊຸດຜັກຈຸ່ມດາດ,002,ຜັກປອດສານພິດ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4877,CP Fresh Shop ດອນໜູນ,30/06/2025,800000103628,86541592,CP ຊຸດຈຸ່ມສຸດຄຸ້ມ,002,ຜັກປອດສານພິດ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4878,CP Fresh Shop ດອນໜູນ,30/06/2025,800000103652,8850987148699,ມາມ່າOKເຫຼື່ອງລົດເພັດໄຂ່ເຄັມແພັກ4ຫໍ່,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4879,CP Fresh Shop ດອນໜູນ,30/06/2025,800000103670,8850987148651,ມາມ່າOKເຫຼື່ອງລົດເພັດຫໍ່,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4880,CP Fresh Shop ດອນໜູນ,30/06/2025,800000103671,8850987150104,ມາມ່າOKບົວລົດຄາໂບນາລ່າແພັກ4ຫໍ່,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4881,CP Fresh Shop ດອນໜູນ,30/06/2025,800000103672,8850987150098,ມາມ່າOKບົວລົດຄາໂບນາລ່າຫໍ່,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4882,CP Fresh Shop ດອນໜູນ,30/06/2025,800000103677,8858632000019,AROນ່ອງຕິດສະໂພກໄກ່​ແຊ່​ແຂງ2kg,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4883,CP Fresh Shop ດອນໜູນ,30/06/2025,800000103678,8858632000156,AROເອິກໄກ່ເນື້ອລ້ອນລອກຫນັງ 2kg,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4884,CP Fresh Shop ດອນໜູນ,30/06/2025,800000103894,8850144003045,ເບດຟູດສະລັດຄີມ220ml,010,ເຄື່ອງປຸງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4885,CP Fresh Shop ດອນໜູນ,30/06/2025,800000103990,-,test bar ,017,ຂອງຫວານ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4886,CP Fresh Shop ດອນໜູນ,30/06/2025,800000104158,Z778899L,ເຊ່ລ້າແຈ່ວຊີ້ນດາດ,801,ນໍ້າແຈ່ວ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4887,CP Fresh Shop ດອນໜູນ,30/06/2025,800000106710,8850016635152,tviຊາລາເປົາປາໄສ້ໄຂ່ເຄັມ500g,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4888,CP Fresh Shop ດອນໜູນ,30/06/2025,800000106813,8851613200842,ແຜ່ນແປ້ງປໍເປ້ຍແຊ່ແຂງ660g,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",53250,0.0,-,-
4889,CP Fresh Shop ດອນໜູນ,30/06/2025,800000107112,55668899,ແຈ່ວດາດພັນຊວນກິນ600g,801,ນໍ້າແຈ່ວ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4890,CP Fresh Shop ດອນໜູນ,30/06/2025,800000107113,77889900,ແຈ່ວດາດພັນຊວນກິນ300g,801,ນໍ້າແຈ່ວ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4891,CP Fresh Shop ດອນໜູນ,30/06/2025,800000107257,8858891304835,ອິຊິຕັນຊິວຊິວ410ml,009,ເຄື່ອງດື່ມ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4892,CP Fresh Shop ດອນໜູນ,30/06/2025,800000107272,8850987148293,ມາມ່າOKແດງແພັກ4ຫໍ່,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4893,CP Fresh Shop ດອນໜູນ,30/06/2025,800000107275,8850144207870,ໂຈກໄກ່ກ່ອງ32g,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",9862,0.0,-,-
4894,CP Fresh Shop ດອນໜູນ,30/06/2025,800000107688,8851727902052,ປາປີກ້າແພັກໃຫຍ່3ຖົງ,013,ເຂົ້າໜົມ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4895,CP Fresh Shop ດອນໜູນ,30/06/2025,800000107736,20092024,ລູກຊີ້ນງົວ1000g,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4896,CP Fresh Shop ດອນໜູນ,30/06/2025,800000109610,8851028003915,ໄວຕາມິວງາດຳແກ້ວ300ml,009,ເຄື່ອງດື່ມ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",9625,0.0,-,-
4897,CP Fresh Shop ດອນໜູນ,30/06/2025,800000109611,8851028000631,ໄວຕາມີວງາຂາວ300ml,009,ເຄື່ອງດື່ມ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",8869,0.0,-,-
4898,CP Fresh Shop ດອນໜູນ,30/06/2025,800000112184,8857122620454,ສະອິວຝາຂາວ ຄົວ​ຕະ​ວັນ600g,010,ເຄື່ອງປຸງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4899,CP Fresh Shop ດອນໜູນ,30/06/2025,800000112186,8850718714964,ເລ່ລົດຫົວຫອມແພັກໃຫຍ່06ຖົງ,013,ເຂົ້າໜົມ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4900,CP Fresh Shop ດອນໜູນ,30/06/2025,800000112187,8850718819515,ເລ່ລົດຫົວຫອມຖົງ48g,013,ເຂົ້າໜົມ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4901,CP Fresh Shop ດອນໜູນ,30/06/2025,800000112188,8850718716128, ເລ່HOT&SPICYແພັກໃຫຍ່06ຖົງ,013,ເຂົ້າໜົມ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4902,CP Fresh Shop ດອນໜູນ,30/06/2025,800000112189,8850718821594, ເລ່HOT&SPICYຖົງ48g,013,ເຂົ້າໜົມ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4903,CP Fresh Shop ດອນໜູນ,30/06/2025,800000113468,-,ລູກຊີ້ນປາກົມ,007,ອາຫານແຊ່ແຂງ,1.0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",18900,0.0,-,-
4904,CP Fresh Shop ດອນໜູນ,30/06/2025,800000121130,1363060450741,Okimchi 300g,012,ອາຫານສຳເລັດຮູບ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",25000,0.0,-,-
4905,CP Fresh Shop ດອນໜູນ,30/06/2025,800000121411,8801073143463,ຫມີ່ເກົາຫລີສົ້ມແພັກ5ຫໍ່,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4906,CP Fresh Shop ດອນໜູນ,30/06/2025,800000121412,8801073115088,ຫມີ່ເກົາຫລີສົ້ມຊ່ອງ,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4907,CP Fresh Shop ດອນໜູນ,30/06/2025,800000121413,8850124065407,ສະ​ອິວ​ແມັກ​ກີ້100g,010,ເຄື່ອງປຸງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4908,CP Fresh Shop ດອນໜູນ,30/06/2025,800000122307,-,ໄຂ່ໄກ່ແພັກ 10 ຟອງເບີ 0,011,ໄກ່ - ໄຂ່,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
4909,CP Fresh Shop ດອນໜູນ,30/06/2025,800000122371,-,ເອິກໄກ່KCF 1kg,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,"ຊນ,ອັນ",0,0.0,-,-
